department,id,subject,teacher,grade,class_num,period,credit,optional_course,domain,time,location,stu_num,limit
物理所,2205120,雷射物理Laser Physics,林俊元 段必輝,1.0,1,3  3/0/0,3,選修,,"二7,8,9",物理館303,0,碩博合開
物理所,2205182,固態物理（二）Solid State Physics (II),秦伊瑩,1.0,1,3  3/0/0,3,選修,,一C 三C,物理館303,0,碩博合開
物理所,2205274,書報討論（二）Seminar (II),段必輝 林俊元,1.0,1,2  0/0/2,1,必修,,"三8,9",物理館307,0,碩博合開
物理所,2205386,磁性材料分析技術Analysis techniques on magnetic materials,張文成,1.0,1,3  3/0/0,3,選修,,"一8,9,10",物理館307,0,碩博合開
物理所,2205945,高等物理數學Advanced Mathematical Physics,余文卿,1.0,1,3  3/0/0,3,選修,,一B 三B,物理館303,0,碩博合開
物理所,2205953,專題：磁性氧化物Special Topics：Magnetic Oxides,秦伊瑩,1.0,1,3  3/0/0,3,選修,,"一F,G",物理館419研討室,0,碩博合開
物理所,2205958,專題：奈米光電Special Topics：Nanophotonics (全英語授課/English-taught),許佳振,1.0,1,3  3/0/0,3,選修,,"一8,9,10",物理館303,0,碩博合開
物理所,2205959,估算物理Order-of-magnitude physics,門福國,1.0,1,1  1/0/0,1,選修,,三5,物理館304,0,碩博合開
物理所,2205960,專題：雷射冷卻與捕獲Special Topics: Laser Cooling and Trapping,韓殿君,1.0,1,3  3/0/0,3,選修,,"五3,4,5",物理館304,0,碩博合開
物理所,2206272,專題：書報討論（二）Special Topics ：Colloquium (II),張文成,1.0,1,2  0/0/2,1,必修,,"三8,9",物理館303,0,博士班課程
物理系,2201002,普通物理實驗（二）Experiments on General Physics (II),謝立宜,1.0,1,3  0/3/0,1,必修,,"一10,11 三5",物理館502TEAL教室,56,
物理系,2201002,普通物理實驗（二）Experiments on General Physics (II),杜明憲,1.0,2,3  0/3/0,1,必修,,"一10,11 三5",物理館101,47,
物理系,2201002,普通物理實驗（二）Experiments on General Physics (II),段必輝,1.0,3,3  0/3/0,1,必修,,"一8,9 四5",物理館502TEAL教室,33,
物理系,2201002,普通物理實驗（二）Experiments on General Physics (II),魏台輝,1.0,4,3  0/3/0,1,必修,,"一8,9 四5",物理館101,33,
物理系,2201002,普通物理實驗（二）Experiments on General Physics (II),謝立宜,1.0,5,3  0/3/0,1,必修,,"四9 五4,5",物理館101,45,
物理系,2201002,普通物理實驗（二）Experiments on General Physics (II),甘宏志,1.0,6,3  0/3/0,1,必修,,"四9 五4,5",物理館502TEAL教室,55,
物理系,2201002,普通物理實驗（二）Experiments on General Physics (II),謝立宜,1.0,7,3  0/3/0,1,必修,,"五1,2,3",物理館502TEAL教室,48,
物理系,2201002,普通物理實驗（二）Experiments on General Physics (II),蔡炎熾,1.0,8,3  0/3/0,1,必修,,"五1,2,3",物理館101,53,
物理系,2201002,普通物理實驗（二）Experiments on General Physics (II),謝立宜,1.0,9,3  0/3/0,1,必修,,"一7,8,9",物理館211,30,
物理系,2201004,基礎物理（二）Fundamental of Physics (II),杜明憲,1.0,1,4  4/0/0,4,必修,,"二4,5 四4,5",物理館212,23,
物理系,2201010,基礎物理實驗學（二）A組Experiments on Fundamental Physics (II)A (程式設計相關/Programming related),林俊元,1.0,1,4  4/0/0,4,必修,,"四3,4,5,6",物理館506光學實驗室,24,
物理系,2201012,普通物理（二）General Physics (II),謝立宜,1.0,1,3  3/0/0,3,必修,,"一4,5 三4",物理館206,104,
物理系,2201012,普通物理（二）General Physics (II),張晃暐,1.0,2,3  3/0/0,3,必修,,"二4,5 四4",理學院215演講廳,101,
物理系,2201012,普通物理（二）General Physics (II),甘宏志,1.0,3,3  3/0/0,3,必修,,"二8,9 四8",物理館206,101,
物理系,2201012,普通物理（二）General Physics (II),謝立宜,1.0,4,3  3/0/0,3,必修,,"二4,5 四4",物理館206,200,
物理系,2201013,基礎物理實驗學（二）B組Experiments on Fundamental Physics (II)B (程式設計相關/Programming related),姚松偉,1.0,1,4  4/0/0,4,必修,,"四7,8,9,10",物理館525,25,
物理系,2201014,基礎物理演習（二）Recitation on Fundamental of Physics (II),杜明憲,1.0,1,1  1/0/0,1,選修,,二6,物理館211,55,
物理系,2201022,普通物理（二）General Physics (II),包健華,1.0,1,4  4/0/0,4,必修,,"二8,9 四8,9",物理館307,26,
物理系,2201024,觀念物理（二）Conceptual Physics (II),李進榮,1.0,1,2  2/0/0,2,必修,,"五4,5",物理館107,80,
物理系,2201027,普通物理演習(二)Recitation on General Physics (二),包健華,1.0,1,1  1/0/0,1,選修,,三13,物理館502TEAL教室,117,
物理系,2201031,基礎物理數學Fundamental of Mathematical Physics,吳欣澤,1.0,1,3  3/0/0,3,選修,,一F 二C,物理館105,50,
物理系,2202006,基礎物理（四）Fundamental of Physics (IV) (程式設計相關/Programming related),梁贊全,2.0,1,4  4/0/0,4,必修,,"三4,5 五4,5",物理館211,55,
物理系,2202008,基礎物理演習（四）Recitation on Fundamental of Physics (Ⅳ),梁贊全,2.0,1,1  1/0/0,1,選修,,五6,物理館211,55,
物理系,2202012,應用數學（二）Applied Mathematics (II),蔡炎熾,2.0,1,3  3/0/0,3,必修,,一B 三B,物理館106,80,
物理系,2202015,基礎物理實驗學（四）B組Experiments on Fundamental Physics (Ⅳ)B (程式設計相關/Programming related),曲宏宇,2.0,1,4  4/0/0,4,必修,,"二7,8,9,10",物理館525,22,
物理系,2202020,理論力學Theoretical Mechanics,蘇旺昌,2.0,1,4  4/0/0,4,必修,,"三4,5 五4,5",物理館106,80,
物理系,2202060,近代物理Modern Physics,韓殿君 魏台輝,2.0,1,3  3/0/0,3,必修,,二B 四B,物理館105,50,
物理系,2203006,近代物理實驗學Experiments in Modern Physics,門福國,3.0,1,4  4/0/0,4,選修,,"一7,8,9,10",物理館522,20,
物理系,2203008,進階實驗技術Advanced Techniques in Modern Experiments (程式設計相關/Programming related),曲宏宇 姚松偉,3.0,1,3  3/0/0,3,選修,,"一7,8,9",物理館525,30,
物理系,2203021,量子物理（一）Quantum Physics (I),包健華,3.0,1,4  4/0/0,4,必修,,"二4,5 四4,5",物理館106,80,
物理系,2203022,量子物理（二）Quantum Physics (II),李進榮,3.0,1,4  4/0/0,4,必修,,"二4,5 四4,5",物理館107,80,
物理系,2203041,熱統計物理學Thermal and Statistical Physics,門福國,3.0,1,4  4/0/0,4,必修,,"二8,9 四8,9",物理館106,80,
物理系,2203071,應用電子學（一）Microelectronics (I),林財鈺,3.0,1,3  3/0/0,3,選修,,二G 四G,物理館106,80,
物理系,2204021,進階光學Advanced Optics,許佳振,4.0,1,3  3/0/0,3,選修,,三G 五G,物理館303,30,
物理系,2204040,原子分子物理導論Introduction to Atomic and Molecular Phyics,韓殿君,4.0,1,3  3/0/0,3,選修,,"一4,5,6",物理館105,50,
物理系,2204091,物理專題（二）Special Topic in Physics (II),魏台輝,4.0,1,1  1/0/0,1,選修,,二6,物理館303,30,
物理系,2204092,物理專題（三）Special Topic in Physics (III),魏台輝,4.0,1,1  1/0/0,1,選修,,二6,物理館303,30,
物理系,2204093,物理專題（四）Special Topic in Physics(Ⅳ),魏台輝,4.0,1,1  1/0/0,1,選修,,二6,物理館303,30,
犯防所,3455003,犯罪學專題研究（二）Seminar on Criminology (II),楊士隆 曾淑萍,1.0,1,3  3/0/0,3,必修,,"三3,4,5",教育館601,0,碩士班課程
犯防所,3455029,刑事司法專題研究Seminar on Criminal Justice,楊士隆 曾淑萍,1.0,1,3  3/0/0,3,必修,,"四3,4,5",教育二館653,0,博士班課程
犯防所,3455035,心理衡鑑專題研究Seminar on Psychological Assessment,許秋田,1.0,1,3  3/0/0,3,選修,,"一7,8,9",教育館604,0,碩士班課程
犯防所,3455051,家庭暴力與性侵害專題研究Seminar on Family Violence & Sexual Assault,鄭瑞隆,1.0,1,3  3/0/0,3,選修,,"二3,4,5",教育館605,0,碩博合開
犯防所,3455056,質的研究法Qualitative Research Method,邱獻輝,1.0,1,3  3/0/0,3,選修,,"四7,8,9",教育二館653,0,碩博合開
犯防所,3455081,警察組織與管理Police Organization on Management,廖福村,1.0,1,3  3/0/0,3,選修,,"四7,8,9",教育館605,0,碩士班課程
犯防所,3456009,當代社會心理學與犯罪專題研究Contemporary Social Psychology and Crime,戴伸峰,1.0,1,3  3/0/0,3,選修,,"一7,8,9",教育館605,0,碩士班課程
犯防所,3456028,獨立研究：刑事法學實證研究Independent Study: Criminal Law Emprircal Study,陳慈幸,1.0,1,2  2/0/0,2,選修,,"一4,5",教育館605,0,碩博合開
犯防所,3456045,刑事制裁專題研究Seminar on Criminal Sanction,馬躍中,1.0,1,3  3/0/0,3,選修,,"二10,11,12",教育二館653,0,碩士班課程
犯防所,3456052,性別與刑事司法Gender and Criminal Justice,朱群芳,1.0,1,3  3/0/0,3,選修,,"三8,9,10",教育館605,0,碩博合開
犯防所,3456058,獨立研究:犯罪問題研討Independent Study on Crime Problems,曾淑萍,1.0,1,2  2/0/0,2,選修,,"三11,12",教育館604,0,碩博合開
犯防所,3456063,藥物成癮的神經機制專題研究Seminar on neural mechanism of drug addiction,陳巧雲,1.0,1,3  3/0/0,3,選修,,"二8,9,10",教育館605,0,碩士班課程
犯防所,3456067,矯正諮商與成癮治療專題研究Seminar on correctional counseling and addiction therapy,林明傑,1.0,1,3  3/0/0,3,選修,,"五7,8,9",教育館605,0,碩博合開
犯防所,3457002,犯罪學研究方法Research Methods for Criminology,楊士隆 鄭瑞隆 許華孚,1.0,1,3  3/0/0,3,必修,,"四8,9,10",教育館604,0,博士班課程
犯防所,3457011,刑事訴訟法專題研究Seminar on Law of Criminal Procedure,陳慈幸,1.0,1,3  3/0/0,3,選修,,"二3,4,5",教育館601,0,碩士班課程
犯防所,3457029,統計學 Statistics,朱群芳,1.0,1,3  3/0/0,3,必修,,"四3,4,5",教育館605,0,博士班課程
犯防所,3457030,監獄與刑罰專題研究Seminar on the study of prison and penology,許華孚,1.0,1,3  3/0/0,3,選修,,"四11,12,13",教育二館653,0,碩博合開
犯防系,3451005,心理衛生Mental Health,林明傑,1.0,1,2  2/0/0,2,選修,,"四4,5",教育二館632,36,
犯防系,3451018,社會學（二）Sociology (II),許華孚,1.0,1,2  2/0/0,2,必修,,"三4,5",教育館603,49,
犯防系,3451019,心理學（二）Psychology (II),戴伸峰,1.0,1,2  2/0/0,2,必修,,"一4,5",教育二館232,50,
犯防系,3451033,社會工作短期處遇Short-Term Treatment and Social Work Practice,簡美華,1.0,1,3  3/0/0,3,選修,,"二4,5,6",教育館604,14,
犯防系,3452018,人格心理學Personality Psychology,戴伸峰,2.0,1,2  2/0/0,2,選修,,"二4,5",教育二館632,36,
犯防系,3452025,刑法總則（二）Criminal Law in General Part (II),馬躍中,2.0,1,3  3/0/0,3,必修,,"二7,8,9",教育館603,49,
犯防系,3452027,暴力犯罪Violent Crime,陳巧雲 楊士隆,2.0,1,2  2/0/0,2,選修,,"三10,11",教育館603,49,
犯防系,3452066,行為統計與電腦（二）Behavioral Statistics and Computer Appliance（II）,許秋田,2.0,1,2  2/0/0,2,必修,,"三4,5",教育二館232,50,
犯防系,3452073,社會團體工作Social Group Work,簡美華,2.0,1,3  3/0/0,3,選修,,"一4,5,6",教育館604,14,
犯防系,3452074,少年犯罪Juvenile Delinquency,曾淑萍,2.0,1,3  3/0/0,3,必修,,"三7,8,9",教育館603,49,
犯防系,3452076,警察學Police Science,張博文,2.0,1,2  2/0/0,2,選修,,"五4,5",教育館603,49,
犯防系,3452077,諮商歷程與技術Counseling Process and Techniques,邱獻輝,2.0,1,3  3/0/0,3,選修,,"三10,11,12",教育二館653,18,
犯防系,3453014,少年事件處理法Juvenile Case Procedure Law,陳慈幸,3.0,1,2  2/0/0,2,選修,,"二8,9",教育館601,32,
犯防系,3453031,犯罪心理學Criminal Psychology,林明傑,3.0,1,2  2/0/0,2,必修,,"三2,3",教育館603,49,
犯防系,3453032,團體輔導實務Group Guidance Practice,劉如蓉,3.0,1,2  2/0/0,2,選修,,"四11,12",教育二館237,36,
犯防系,3453043,社會與行為科學研究方法（二）Research Methods for Social and Behavioral Sciences (II),陳巧雲,3.0,1,2  2/0/0,2,必修,,"三4,5",教育二館631,36,
犯防系,3453068,刑事政策 Criminal Policy,陳慈幸,3.0,1,3  3/0/0,3,必修,,"三7,8,9",教育館601,32,
犯防系,3453069,刑事訴訟法（二）Law of Criminal Procedure (II),馬躍中,3.0,1,3  3/0/0,3,選修,,"一10,11,12",教育二館631,36,
犯防系,3453074,性創傷處遇Sexual Trauma and Intervention,簡美華,4.0,1,3  3/0/0,3,選修,,"四4,5,6",教育館604,14,
犯防系,3453081,心理學在犯罪領域之運用The Psychological view toward Criminology,戴伸峰,1.0,1,2  2/0/0,2,選修,,"二8,9",教育二館632,36,
犯防系,3453088,體驗教育與冒險治療Experiential Education and Adventure Therapy,李宗憲,3.0,1,3  3/0/0,3,選修,,"五7,8,9",教育館604,14,
犯防系,3454023,跨國犯罪transnational crime,馬躍中,4.0,1,2  2/0/0,2,選修,,"三4,5",教育二館336,58,
犯防系,3454030,刑事制裁Criminal Sanction,馬躍中,4.0,1,2  2/0/0,2,選修,,"一8,9",教育二館631,36,
犯防系,3454031,性別暴力Gender Violence,林明傑,4.0,1,2  2/0/0,2,選修,,"五4,5",教育館601,32,
理學院學士班,2012002,跨領域合作專題研究(二)Interdisciplinary Research Project II,陳浩仁 林群欽,2.0,1,2  2/0/0,2,選修,,"一13,14",生醫系335,82,
理學院學士班,2013004,跨領域合作專題研究(四)Interdisciplinary Research Project IV,李政怡 余俊頴,3.0,1,2  2/0/0,2,選修,,"一13,14",生醫系333,55,
理學院碩士班,2015007,高等環境微生物Advanced environmental microbiology (全英語授課/English-taught),許昺慕,1.0,1,3  3/0/0,3,選修,,"一9,10,11",地震館303,0,碩博合開
理學院碩士班,2015008,高等孢粉與環境Palynology and Environment (全英語授課/English-taught),汪良奇,1.0,1,3  3/0/0,3,選修,,"五C,D",地震館107,0,碩博合開
理學院碩士班,2015009,高等環境土壤學Advanced environmental and soil sciences (全英語授課/English-taught),陳建易,1.0,1,3  3/0/0,3,選修,,"二4,5,6",數學館106,0,碩博合開
環境智能博士學位學程,4508001,專題討論seminar (全英語授課/English-taught),林派臣,1.0,1,2  0/0/2,1,必修,,"五8,9",工學院B館115,20,博士班課程
生醫所,2555002,生物醫學書報討論（二）Seminar on Biomedical Science (II),戴建國,1.0,1,2  0/0/2,1,必修,,"五2,3",生醫系228,0,碩士班課程
生醫所,2555004,生物醫學書報討論（四）Seminar on Biomedical Science(IV),吳淑芬,1.0,1,2  0/0/2,1,必修,,"五4,5",生醫系236,0,碩士班課程
生醫所,2555010,高等細胞生物學Advanced Cell Biology,李沁,1.0,1,3  3/0/0,3,必修,,"四3,4,5",生醫系236,0,碩士班課程
生醫所,2555114,分子病毒學專題研究（二）Special topics on Molecular Virology(II),張德卿,1.0,1,2  0/0/2,1,選修,,"三13,14",生醫系460,0,碩博合開
生醫所,2555116,基因治療與免疫專題研究（二）Special topics on Gene Therapy and Immunology (II),戴建國 吳淑芬,1.0,1,4  0/0/4,2,選修,,"二13,14 四13,14",生醫系228,0,碩博合開
生醫所,2555125,奈米生物科技專題研究（二）Special topics on Nano-biotechnology(II),周正中,1.0,1,2  0/0/2,1,選修,,"一13,14",生醫系546,0,碩博合開
生醫所,2555127,分子病毒學專題研究（四）Special topics on Molecular Virology(IV),張德卿,1.0,1,2  0/0/2,1,選修,,"四13,14",生醫系460,0,碩博合開
生醫所,2555139,癌症基因治療學Cancer Gene Therapy,戴建國,1.0,1,2  2/0/0,2,選修,,"二8,9",生醫系460,20,碩博合開
生醫所,2555140,表觀基因體學Epigenomics,呂昱瑋 蕭淑惠 陳永恩,1.0,1,3  3/0/0,3,選修,,"四G,H",生醫系236,0,碩博合開
生醫所,2555142,表觀基因體學專題研究(二)Special topics on Epigenomics (II),蕭淑惠 陳永恩,1.0,1,4  0/0/4,2,選修,,"二13,14 四13,14",生醫系236,0,碩博合開
生醫所,2555143,Python在生醫數據統計分析的應用Python for biomedical data statistical analysis (程式設計相關/Programming related),周正中,1.0,1,3  3/0/0,3,選修,,"一7,8,9",生醫系546,8,碩博合開
生醫所,2555144,高等腫瘤生物學Advanced Tumor Biology (全英語授課/English-taught),陳永恩,1.0,1,3  3/0/0,3,選修,,"二8,9,10",生醫系230,0,碩博合開
生醫系,2501004,普通生物學（二）Biology (II),蕭淑惠 黃敏郎,1.0,1,3  3/0/0,3,必修,,一F 三F,生醫系331,60,
生醫系,2501005,普通生物學實驗（二）Experiments on Biology (II),蕭淑惠 黃敏郎,1.0,1,3  0/3/0,1,必修,,"三G,H",生醫系343,40,
生醫系,2501006,有機化學（一）Organic Chemistry (I),李政怡,1.0,1,3  3/0/0,3,必修,,二F 四F,生醫系331,60,
生醫系,2501008,生物統計導論Introduction to Biostatistics,周正中,1.0,1,3  3/0/0,3,必修,,"四C,D",電算中心215教室,70,
生醫系,2501103,生物醫學導讀(二)Introduction for biomedical Sciences Reading(II),黃敏郎,1.0,1,1  1/0/0,1,選修,,四10,生醫系228,36,
生醫系,2501104,生物醫學研究導論 Introduction to Biomedical research,李沁,1.0,1,1  1/0/0,1,選修,,三4,生醫系335,82,
生醫系,2502007,分子生物學Molecular Biology,江明格 陳浩仁,2.0,1,4  4/0/0,4,必修,,"二8,9 四8,9",生醫系333,55,
生醫系,2502012,生物化學（二）Biochemistry(II),黃憲斌,2.0,1,3  3/0/0,3,必修,,一G 三G,生醫系333,55,
生醫系,2502016,生命科學實驗（二）Experiments on Life Science(II),江明格,2.0,1,3  0/3/0,1,必修,,"三7,8,9",生醫系347,40,
生醫系,2502017,生化分析Biochemistry Analysis,曾銘仁,2.0,1,3  3/0/0,3,必修,,"五C,D",生醫系335,82,
生醫系,2503005,細胞生物學Cell Biology,蕭淑惠 陳永恩,3.0,1,4  4/0/0,4,必修,,"一4,5 三4,5",生醫系333,55,
生醫系,2503006,免疫學Immunology,吳淑芬,3.0,1,3  3/0/0,3,必修,,"二C,D",生醫系335,82,
生醫系,2503101,幹細胞學Stem Cell Biology,余俊頴,3.0,1,3  3/0/0,3,選修,,一F 三F,生醫系335,82,
生醫系,2503107,專題研究實驗（二）Experiments on Special Research Topics(II),陳浩仁,3.0,1,3  0/3/0,1,選修,,"二I,J",生醫系335,82,
生醫系,2503113,基礎藥理學Introductory Pharmacology,曾銘仁,3.0,1,2  2/0/0,2,選修,,"四4,5",生醫系335,82,
生醫系,2503124,生物形態發生學Biology Morphogenesis,黃敏郎,3.0,1,2  2/0/0,2,選修,,"二8,9",生醫系228,36,
生醫系,2504003,專題討論（二）Seminar (II),江明格,4.0,1,2  0/0/2,1,必修,,"一4,5",生醫系228,36,
生醫系,2504003,專題討論（二）Seminar (II),黃憲斌,4.0,2,2  0/0/2,1,必修,,"三13,14",生醫系335,82,
生醫系,2504109,專題研究實驗（四）Experiments on Special Research Topics(IV),陳浩仁,4.0,1,3  0/3/0,1,選修,,"二I,J",生醫系335,82,
社福所,3105002,社會福利專題討論（二）Seminar on Social Welfare (II),呂建德 鄭清霞,1.0,1,2  0/0/2,1,必修,,"三2,3",社科院229,0,碩博合開
社福所,3105004,社會福利專題討論（四）Seminar on Social Welfare (IV),呂建德 鄭清霞,1.0,1,2  0/0/2,1,必修,,"三4,5",社科院229,0,碩博合開
社福所,3105067,社會福利理論Theories on Social Welfare,阮曉眉,1.0,1,3  3/0/0,3,必修,,"三E,F",社科院361,0,碩士班課程
社福所,3105075,社會安全Social Security,葉秀珍,1.0,1,3  3/0/0,3,必修,,"二4,5,6",社科院361,0,碩博合開
社福所,3105087,社會救助Social Assistance,張世雄,1.0,1,3  3/0/0,3,必修,,"二8,9,10",社科院361,0,碩博合開
社福所,3105223,長期照顧：制度設計與政策管理Long Term Care ：Institutional Design and Policy Management,鄭讚源,1.0,1,3  3/0/0,3,選修,,"二8,9,10",社科院346,0,碩博合開
社福所,3106004,社會計量專題Seminar of Social Quantitative,翁康容,1.0,1,3  3/0/0,3,必修,,"三E,F",社科院346,0,博士班課程
社福所,3106458,人口老化與貧窮（二）Population Aging and Poverty (II),王德睦 鄭清霞 施堯啟,1.0,1,3  3/0/0,3,選修,,"五13,14,15",教授研究室,0,碩博合開
社福所,3106467,社區政策專題討論二Independent Study on Community Policy II,吳明儒 陳芳珮 鄭讚源,1.0,1,3  3/0/0,3,選修,,"五13,14,15",教授研究室,0,碩博合開
社福所,3106486,性別角色與健康專題討論二Gender and Health Inequality,張世雄 李妙純 王舒芸,1.0,1,3  3/0/0,3,選修,,"五13,14,15",教授研究室,0,碩博合開
社福所,3106510,福利社會專題Special Issues on Welfare Society,吳明儒,1.0,1,3  3/0/0,3,選修,,"二8,9,10",社科院104,0,碩博合開
社福所,3106520,社會政策與社會不平等(二) Social Policy and Social inequality(II),呂建德 阮曉眉 翁康容,1.0,1,3  3/0/0,3,選修,,"五13,14,15",教授研究室,0,碩博合開
社福所,3106527,社會政策和青年轉銜的生命歷程 Social Policy and Transition to Adulthood,張世雄,1.0,1,3  3/0/0,3,選修,,"四3,4,5",社科院361,0,碩博合開
社福所,3106528,社會企業：臺灣與香港的比較Social Enterprise : A Comparison of Taiwan and Hong Kong,官有垣,1.0,1,3  3/0/0,3,選修,,"四8,9,10",社科院346,0,碩博合開
社福所,3106529,健康政策Health Policy,陳孝平,1.0,1,3  3/0/0,3,選修,,"四8,9,10",社科院361,0,碩博合開
社福所,3106530,就業歷程與資料分析Work history and data analysis (程式設計相關/Programming related),施堯啟,1.0,1,3  3/0/0,3,選修,,"二C,D",社科院346,0,碩博合開
社福所,3106532,社會福利理論與政策二Social Welfare Theory and Social Policy II,官有垣 葉秀珍,1.0,1,3  3/0/0,3,選修,,"五13,14,15",教授研究室,0,碩博合開
社福所,3106533,在地照顧與地方創生Community-based Care and place-making,鄭清霞,1.0,1,1  1/0/0,1,選修,,一13,社科院361,0,碩博合開
社福所,3106534,"社會照顧,家庭與性別social care, family, and gender analysis",王舒芸,1.0,1,3  3/0/0,3,選修,,"二12,13,14",社科院361,0,碩博合開
社福系,3101022,社會學（二）Sociology (II),葉秀珍,1.0,1,3  3/0/0,3,必修,,"一8,9,10",社科院125,55,
社福系,3101024,經濟學（二）Economics (II),鄭清霞,1.0,1,3  3/0/0,3,必修,,"四E,F",社科院115,120,
社福系,3101034,社會福利概論（二）Social Welfare (II),鄭讚源,1.0,1,3  3/0/0,3,必修,,"三E,F",社科院115,120,
社福系,3101035,社會工作概論Introduction to Social Work,陳芳珮,1.0,1,3  3/0/0,3,選修,,"一C,D",社科院125,55,
社福系,3101051,社會心理學Social Psychology,姚淑芬,1.0,1,3  3/0/0,3,選修,,"三10,11,12",社科院360,60,
社福系,3101058,"公益創投:共享經濟與社會企業Venture Philanthropy, Sharing Economy, and Social Enterprise",鄭讚源,1.0,1,3  3/0/0,3,選修,,"四C,D",社科院115,120,
社福系,3102016,社會問題Social Problems,王舒芸,2.0,1,3  3/0/0,3,必修,,"三E,F",社科院229,72,
社福系,3102018,社會統計（二）Social Statistics (II) (程式設計相關/Programming related),李妙純,2.0,1,3  3/0/0,3,必修,,"一7,8,9",社科院327,50,
社福系,3102024,政治學（二）Politics in the Welfare state (II),呂建德,2.0,1,3  3/0/0,3,必修,,"二C,D",社科院360,60,
社福系,3102053,社會個案工作Social Case Work,曾孆瑾,2.0,1,3  3/0/0,3,選修,,"一B,C",社科院240,36,
社福系,3102053,社會個案工作Social Case Work,陳芳珮,2.0,2,3  3/0/0,3,選修,,"二E,F",社科院241,25,
社福系,3102152,社會工作管理Social Work Management,林辰穎,2.0,1,3  3/0/0,3,選修,,"二12,13,14",社科院360,60,
社福系,3103018,社會研究法（二）Social Research Method (II),王德睦,3.0,1,3  3/0/0,3,必修,,"四C,D",社科院327,50,
社福系,3103031,社會福利資料分析Data Analysis for Social Welfare (程式設計相關/Programming related),陳昭榮,3.0,1,3  3/0/0,3,選修,,"一E,F",社科院241,25,
社福系,3103035,社會福利行政Social Welfare Administration,官有垣,3.0,1,3  3/0/0,3,必修,,"二E,F",社科院360,60,
社福系,3103042,社會不均Social Inequality,施堯啟,3.0,1,3  3/0/0,3,必修,,"三E,F",社科院327,50,
社福系,3103053,社區照顧Community Care,吳明儒,3.0,1,3  3/0/0,3,選修,,"四E,F",社科院360,60,
社福系,3103071,健康保險理論與實務Health Insurance Theory and Practices,李妙純 陳孝平,2.0,1,3  3/0/0,3,選修,,"四C,D",社科院241,25,
社福系,3103094,長期照護服務的需求與供給Demand and supply of long term care services,鄭清霞,4.0,1,3  3/0/0,3,選修,,"一C,D",社科院327,50,
社福系,3103098,社會福利空間分析Spatial analysis and social welfare (程式設計相關/Programming related),陳昭榮,4.0,1,3  3/0/0,3,選修,,"四E,F",社科院241,25,
社福系,3103103,社會政策與社會控制Social Policy and Social Control,阮曉眉,3.0,1,2  2/0/0,2,選修,,"二4,5",社科院241,25,
社福系,3104058,福利國家發展Development of Welfare State,陳昭榮,4.0,1,3  3/0/0,3,必修,,"二E,F",社科院327,50,
統科所,2315705,實用隨機現象的數理解讀Mathematical Formulation on Practical Random Phenomena,高正雄,1.0,1,3  3/0/0,3,選修,,"五7,8,9",數學館307A,0,碩士班課程
統科所,2315712,數理統計（二）Mathematical Statistics (II),樓文達,1.0,1,3  3/0/0,3,必修,,二B 四B,數學館307A,0,碩士班課程
統科所,2315726,實驗設計Design of Experiments,沈仲維,1.0,1,3  3/0/0,3,選修,,一C 三C,數學館307B,0,碩士班課程
統科所,2315728,大數據分析概論Introduction to Big Data Analysis,樓文達,1.0,1,3  3/0/0,3,選修,,二E 四E,數學館307A,0,碩士班課程
統科所,2315733,計算統計Computational Statistics,史玉山,1.0,1,3  3/0/0,3,必修,,二C 四C,數學館312,0,碩士班課程
統科所,2315743,存活分析Survival Analysis,謝進見,1.0,1,3  3/0/0,3,選修,,一E 三E,數學館307A,0,碩士班課程
統科所,2315748,可靠度分析 Reliability Analysis,王義富,1.0,1,3  3/0/0,3,選修,,二E 四E,數學館527,0,碩士班課程
統科所,2315776,長期追蹤資料分析Longitudinal Data Analysis,沈仲維,1.0,1,3  3/0/0,3,選修,,一F 三F,數學館307B,0,碩士班課程
統科所,2316751,時間序列Time Series,史玉山,1.0,1,3  3/0/0,3,選修,,二F 四F,數學館312,0,碩士班課程
經濟學系,5101888,學系服務學習Service Learning：Campus Service,蔡明宏,1.0,1,1  1/0/0,0,必修,,二3,管理學院105,60,
經濟學系,5101888,學系服務學習Service Learning：Campus Service,唐孟祺,1.0,2,1  1/0/0,0,必修,,三10,管理學院336,60,
經濟學系,5101002,經濟學原理（二）Principle of Economics (II),陳芳岳,1.0,1,4  3/1/0,3,必修,,"一10,11 三10,11",管理學院426會議室,70,
經濟學系,5101002,經濟學原理（二）Principle of Economics (II),王瑜琳,1.0,2,4  3/1/0,3,必修,,"一4,5 三4,5",管理學院107,125,
經濟學系,5101002,經濟學原理（二）Principle of Economics (II),許毓珊,1.0,3,4  3/1/0,3,必修,,"一4,5 三4,5",管理學院120,120,
經濟學系,5101002,經濟學原理（二）Principle of Economics (II),翁世芳,1.0,4,4  3/1/0,3,選修,,"一8,9 三8,9",管理學院115,75,
經濟學系,5101002,經濟學原理（二）Principle of Economics (II),劉文獻,1.0,5,4  3/1/0,3,必修,,"二4,5 四4,5",創新大樓164,60,
經濟學系,5101002,經濟學原理（二）Principle of Economics (II) (全英語授課/English-taught),翁世芳,1.0,6,4  3/1/0,3,必修,,"一4,5 三4,5",管理學院320,24,
經濟學系,5101070,R語言應用與分析方法R Language Applications and Analytics (程式設計相關/Programming related),張漢呈,1.0,1,3  3/0/0,3,選修,,"五4,5,6",管理學院107,125,
